solvent1,T1,solvent2,T2,yield,cost,environment cost,objective
3,293,3,314,1.055948717580519,1.4626961897599213,1.4180468395306516,0.6715259205157513
2,299,3,326,1.0942206591068726,0.9544881845469159,0.8268124449593165,1.297791003460629
4,289,1,314,0.9735405629733989,0.9887473075036443,0.8163378934730934,1.044538525458429
4,286,1,318,0.9732471642380469,0.9901410960756388,0.8164491246044732,1.0431992181360377
1,293,4,327,1.0270057609926722,0.9314420500801519,0.7994553924438362,1.1885628007233502
2,282,4,318,1.0405137389863375,0.9544722883078233,0.7391691581193129,1.2342067547591067
4,301,2,321,1.0535226333957297,1.1566574117430792,0.9617729828859573,1.0478300694769411
1,295,1,313,0.9999919637491992,1.001245568537806,0.9999989786337392,0.9993616539126258
1,295,4,306,1.0288127488893448,0.9569929265729371,0.798051243613415,1.1801034126855137
4,280,3,323,1.0525877027078068,0.9589498040522939,0.713311178556812,1.2690449141110607
1,294,1,307,0.9999919637491994,1.006356283238849,0.9999989786337392,0.9968062965621047
4,289,2,309,1.0548985033569453,1.1711917733643222,0.9598111653848527,1.0442955373393032
3,292,1,321,0.973827607821053,1.542556392015226,1.5823259296558667,0.3852140548065598
4,286,1,326,0.9732471642380469,0.9855909846694049,0.8164491246044732,1.045474273839155
3,289,4,328,0.9997615009239654,1.4633275646213768,1.3668980166006854,0.5844102112368997
4,294,4,319,1.0009715270230177,0.9216416001972331,0.6200509027941336,1.2310968025503521
2,291,3,318,1.0963495508738288,0.9626659120999425,0.8253219238979215,1.2987051837487256
3,292,2,309,1.0552095362935303,1.6862960898985266,1.6667231778706046,0.4339094387024951
4,292,1,310,0.9738276078210529,0.9877892176535465,0.8162291360428522,1.0456460387939064
2,299,2,329,1.091897595321944,1.1748128995024982,1.0772829583856136,1.057747261699832
1,302,2,324,1.0802759434972742,1.173720802887611,1.1327411395443798,1.007320915778553
1,285,4,316,1.0279231500980663,0.9530104839760827,0.7987419036317529,1.179970106392215
4,287,4,326,0.9997184096656329,0.9216181645611657,0.620648263483268,1.228303605309049
1,300,2,310,1.0833333136088639,1.177977217636075,1.1295443312669031,1.012905852766239
1,288,2,322,1.0806992014618984,1.1860255112985107,1.1322974992525012,1.0022368976482907
3,289,1,321,0.973540562973399,1.5455746412436682,1.582660567902762,0.3829635213735828
3,293,1,316,0.973921912936098,1.544606669884546,1.5822160313535452,0.3844324752531504
3,292,1,308,0.9738276078210529,1.5509383031036574,1.582325929655867,0.38102309926234357
1,284,4,305,1.0289048250248363,0.9699332934689883,0.7979798264398837,1.1738530900952364
2,281,4,318,1.0405577811348234,0.955792152017525,0.7391489265791842,1.2336450229712923
2,283,2,328,1.092800235313225,1.1908615931021835,1.0767881960069419,1.0517755760718872
1,292,1,310,0.9999919637491992,1.006188975161249,0.9999989786337392,0.9968899506009044
3,298,1,320,0.9743834423815284,1.5376781634229455,1.5816784956253729,0.3890885552388976
2,304,1,321,1.0115357727522345,0.9880398886242534,0.9390598072662877,1.0595216975591986
1,294,4,319,1.0276668489274305,0.9398623821497692,0.7989411106852358,1.1859319514373585
1,299,3,306,1.0860997311903033,0.9580836710756986,0.8795274529444685,1.2533939003705232
1,294,2,309,1.0835604247512254,1.1830802848770903,1.1293075820302554,1.010926916048778
3,296,1,305,0.9742008014295207,1.5494225388560978,1.5818911536320137,0.38274475661498564
1,291,1,322,0.9999919637491994,0.9996624588199724,0.9999989786337394,1.0001532087715428
3,286,3,306,1.0570519781954733,1.4698557300171462,1.4163097916161091,0.6710211955743188
4,288,4,313,1.0008872759009912,0.9364759924242805,0.6199496792402641,1.2235617159697103
1,304,3,316,1.0837556452035042,0.952607447105208,0.8814298079509473,1.2504926628789308
1,293,2,316,1.0819955810373485,1.1823852819606688,1.1309408510581005,1.0073280955653123
1,282,1,309,0.9999919637491994,1.0182523352664903,0.9999989786337392,0.990858270548284
3,288,1,312,0.973443479702798,1.5522347540708321,1.58277379270252,0.37938268601892
3,302,4,313,1.0022214667071179,1.469638244105393,1.3638644787597007,0.5876915719816889
3,304,2,317,1.05465009955436,1.6760785002151257,1.668299934040841,0.4371109819807365
3,302,1,306,0.9747410877073901,1.543679047687698,1.5812623020810532,0.38701150053040445
2,295,4,324,1.0394597842133746,0.9326856212615996,0.7397814049101948,1.2426860553408519
2,281,4,307,1.0415393566839617,0.971036340753485,0.7384523321501345,1.2283343769161137
2,294,3,316,1.0966796558471177,0.9601211359115933,0.825029681362796,1.3007839030570407
4,302,1,307,0.9747410877073901,0.9794492016240176,0.8158834570810378,1.0518158460622524
1,281,3,315,1.0839844481209233,0.9737655995185817,0.8812437594223831,1.2404642167713642
4,296,1,329,0.9742008014295207,0.9720086759480083,0.8160878338351001,1.0543533479674871
3,289,4,325,0.9999978104788705,1.4665191476619843,1.3665750048315404,0.5834485447109786
3,280,4,324,0.9991528723561739,1.4776832774536408,1.367488839792764,0.5757196860891454
1,299,3,318,1.0833016621425036,0.9559341281412108,0.8817991918596538,1.2477366642845749
3,292,4,327,1.00013460077842,1.4614522447254932,1.366465134174833,0.5863105121066768
1,300,2,305,1.0844810838232475,1.1792810726331069,1.1283488679632159,1.0151471973483335
4,299,3,324,1.0543579773867942,0.9371304559360136,0.7128136325621903,1.2837439105244863
2,286,2,305,1.0977647507150732,1.1919883994040088,1.0718415555902927,1.0636145239329955
3,296,3,312,1.0567028783451038,1.4603315589958015,1.417141054024983,0.6746694501798153
3,289,3,323,1.0535618079197815,1.4659570682376333,1.4211137753102412,0.6635881940656257
1,288,1,323,0.9999919637491995,1.0023031307462362,0.9999989786337392,0.9988328728084115
3,298,2,306,1.05648282925515,1.681817702174011,1.6650674640383725,0.4395230754041083
4,290,1,326,0.9736369403312155,0.9804439249438586,0.8163013702381393,1.048901233071432
4,281,2,312,1.0533755242094083,1.1805499575743696,0.9606910775518434,1.03613053085571
3,287,4,314,1.0007014902735434,1.4817171704383858,1.3655617745120268,0.5777635080718805
3,287,2,318,1.0527391974173275,1.6899366592399079,1.67032708517685,0.42534652262627604
2,298,1,310,1.0117615725227693,1.000144771146055,0.9389500739415652,1.0539757225017286
2,287,1,310,1.0121993200766388,1.0116806378576721,0.9387374784872375,1.0491895819808228
2,295,2,316,1.0948561237224175,1.1803873982640576,1.074466603793923,1.0622852464158445
2,296,4,329,1.0390103617364237,0.9262114914387652,0.7400913204719402,1.2448693175174947
2,291,3,308,1.0986965873356622,0.9643822480535165,0.8235588705941551,1.3034226153474886
3,288,3,306,1.057265198082457,1.4678847976087357,1.4160989242452968,0.6725385352378977
1,294,1,326,0.9999919637491992,0.994478585651204,0.9999989786337392,1.0027451453559268
2,298,3,312,1.097444555901575,0.957305288212954,0.8243975989420131,1.3040376682256667
3,304,3,327,1.0542016589038279,1.4538944742114623,1.420776621613951,0.6710677698949492
1,287,2,325,1.0800659400737533,1.1865727702591693,1.1329613849094466,1.0003648025631988
4,292,3,320,1.054520083524367,0.9445393157938906,0.7124573304658071,1.2805418439188854
1,280,3,322,1.0824079306226977,0.9739928123679844,0.8825272830992024,1.236555813511802
1,296,2,317,1.081776697053852,1.1796034976072574,1.131169682793201,1.008166803907475
3,281,1,328,0.9727434641065675,1.5508839857385568,1.583590865230322,0.3782495027286956
1,289,1,308,0.9999919637491992,1.0107281456996677,0.9999989786337392,0.994620365331695
3,289,3,312,1.055986726319819,1.4664277212509882,1.4178503962767692,0.6698343938757594
4,281,4,315,0.9999976933636181,0.9432495704846515,0.6203132778602096,1.2182139625548056
4,281,2,315,1.0527266247267788,1.1798950869393572,0.9612832464288792,1.0348640827694395
4,290,3,305,1.057710394480483,0.9493950379322202,0.7102358064351603,1.285605366777276
1,304,1,313,0.9999919637491992,0.9936430306911314,0.9999989786337392,1.003162922835963
3,297,1,317,0.9742924457268459,1.5403452246856697,1.5817844376212151,0.3875200603002493
3,290,2,309,1.0550029348869552,1.6880990592230736,1.6669282954360067,0.4324921924443701
1,290,2,328,1.079442335435586,1.1831542845017333,1.133615908038011,1.0004995746013
1,297,4,314,1.0280966630030415,0.9436675784788938,0.7986070991595554,1.1850559871868585
4,302,2,320,1.0538272295301256,1.1559822434043174,0.9615513316500263,1.0488876715330795
4,293,2,314,1.0542173939051973,1.1656526244813443,0.960674025317844,1.0452714629108004
1,285,4,312,1.0282723382824734,0.9584143913606561,0.7984706610584044,1.1781021503554165
4,298,3,313,1.056674448890868,0.9396790707602877,0.7112165536070703,1.2879010855980568
4,284,4,309,1.000826756000212,0.9473794053564099,0.6198810816570145,1.2180232684937118
1,285,3,310,1.0851469539466054,0.9700882011193783,0.8802996928142165,1.2450999609264133
3,292,2,327,1.0514005925030436,1.6846655825591905,1.6727612711949544,0.4240877581290148
1,300,4,320,1.0275824541457235,0.9334347053639397,0.7990067272791754,1.1889441919698893
3,283,2,305,1.0551513120600164,1.6957204214244292,1.6662552296140423,0.42931479860079713
2,290,4,326,1.0394988813079489,0.9354849654404853,0.739804946929433,1.2413528064309385
2,302,1,321,1.0116100710147986,0.9896708257943974,0.9390236946680863,1.0588728817983553
3,286,2,313,1.0537034241283303,1.6914481534566619,1.668735854706301,0.4273148441751792
2,294,3,306,1.0990516955450478,0.9619560612868833,0.8232490525133104,1.3055008341899987
3,287,4,326,0.9997184096656329,1.4674992371074098,1.3669046099409312,0.5822348958070952
2,304,3,325,1.0942374191470798,0.9507739281855575,0.8267307688923121,1.2997224897552249
2,289,1,323,1.0121173253194231,1.0012432636728121,0.9387772858725048,1.0542243758661878
2,295,2,325,1.0929035471476107,1.1787984069641615,1.0763862410084382,1.0582147703089215
4,299,3,314,1.0565470844017906,0.9385905556352317,0.7113367222129363,1.2881305298794972
2,288,2,309,1.0967433661584878,1.1887759071551922,1.072789240571014,1.0627041584538723
3,301,2,306,1.0567746809933967,1.6795904338786944,1.6647785428475963,0.44136487362364796
1,295,1,329,0.9999919637491992,0.9919731102142061,0.9999989786337392,1.0039978830744258
3,285,1,316,0.9731479161638084,1.5529429201837914,1.5831186371320072,0.3782650536697175
4,302,3,313,1.057062298951907,0.9361455819344483,0.7110918246215987,1.2905058946257904
3,303,2,318,1.0543434476915914,1.6766644635449115,1.6687296208100222,0.4359898532057159
4,292,4,308,1.0017166725475883,0.9388871594009738,0.6195393074408012,1.2242201116742892
1,290,4,309,1.0285399946138933,0.9572875384863415,0.7982628755284255,1.179304782220403
3,294,1,318,0.9740155421083022,1.5424314676933413,1.5821069418127036,0.3857618794635821
3,294,2,308,1.0556355681275913,1.6847202495038123,1.6661699911928802,0.43582601590683634
4,291,3,327,1.0529218257760815,0.944760956857654,0.713502465210758,1.276711940517957
1,290,3,313,1.084445723551443,0.9644703509088072,0.8808689171544002,1.2462218130712825
1,291,4,322,1.027415194826401,0.9390986862410478,0.7991368025613121,1.185712645251622
2,303,2,315,1.0947486790013585,1.1740889847621148,1.074385093155423,1.065260319043948
2,293,1,308,1.0119565945841122,1.006425721148931,0.9388553372650082,1.051272659961255
1,301,1,327,0.9999919637491994,0.9877576613857519,0.9999989786337391,1.0061056074886534
4,304,3,312,1.0574788591999098,0.9346786660725865,0.710878384956489,1.292179192885282
4,302,1,314,0.9747410877073899,0.9746327788073834,0.8158834570810378,1.054224057470569
2,284,4,307,1.0414080084993163,0.9671757378195717,0.7385125606359101,1.2299718677708915
4,295,3,328,1.0531189719732357,0.9404811879715287,0.713512604505193,1.2792410477081104
4,301,4,310,1.0023897476139692,0.926736953407827,0.6193442259326487,1.2317389055577004
4,291,3,327,1.0529218257760815,0.944760956857654,0.713502465210758,1.276711940517957
4,286,2,311,1.0541396818949589,1.1742596916405712,0.960315310743683,1.0409918625977905
2,293,3,308,1.0986099221015124,0.9624666170428647,0.8235945812717059,1.3041892450457395
3,290,4,318,1.000665120634133,1.4736076679458414,1.3656895340688802,0.5816816402609054
3,296,4,313,1.0016659484134123,1.474462094963724,1.3644760875359567,0.5838628055769842
4,280,1,306,0.9726404440346403,1.006891592134308,0.8166793526894063,1.0334954156574234
4,293,1,315,0.973921912936098,0.9833036232824529,0.8161934190945975,1.0480953046836707
1,289,2,320,1.081126848965412,1.1853735399310583,1.1318496108301082,1.0036421225502408
1,283,3,310,1.0851469539466052,0.9722997676908364,0.8802996928142166,1.243994177640684
3,296,2,310,1.0553926637331925,1.682787504389094,1.6666712629850824,0.4360559437792967
2,300,2,320,1.0937689642170945,1.175407559045619,1.075416484118647,1.0621259068520559
2,287,3,318,1.096526017816623,0.9667989419687335,0.8252489159996842,1.297028106649037
3,304,1,317,0.9749161975793162,1.5347053540703777,1.5810586372572637,0.3919503994948118
1,295,2,328,1.0794423354355855,1.1786239130385185,1.133615908038011,1.0027647603329064
3,290,2,311,1.0545618546604811,1.687827089782078,1.6676255035768266,0.4313974126415099
4,298,1,322,0.9743834423815283,0.9736755786660604,0.816018719982942,1.0539197354385554
3,293,1,324,0.973921912936098,1.5399035030471917,1.5822160313535452,0.3867840586718275
4,303,2,312,1.0556338753380476,1.1568139302483087,0.9599615524481603,1.0528800093278607
4,304,1,308,0.9749161975793162,0.9769032973382509,0.8158172660133063,1.053472113482854
2,288,1,309,1.0121581846305738,1.0112014331755974,0.9387574484036327,1.0493369284715326
2,290,3,310,1.098260816790962,0.9649883856209026,0.8239004241526727,1.3020772286951363
2,298,3,323,1.0949244356857641,0.9556583838713948,0.8262950641800214,1.2988721473458202
3,282,4,316,1.0000186660680814,1.48472776514291,1.3663599959982855,0.574493451565565
3,285,1,317,0.9731479161638088,1.5523204170339002,1.583118637132007,0.378576305244664
2,289,2,326,1.0929507714807505,1.1844386903680715,1.0764867868507362,1.0554388043520972
2,286,1,314,1.0122407344646063,1.010204316347115,0.9387173747932749,1.0500206233590177
2,280,1,306,1.0124952406536003,1.0236451548838092,0.938593866529854,1.043870970600369
2,281,3,318,1.0967998477038254,0.973808332965178,0.8251356736183685,1.2941276921158775
4,294,3,307,1.057652625941405,0.9447127945698653,0.7104187266790652,1.2877394912583446
1,282,3,306,1.0860997311903033,0.9742359145569767,0.8795274529444688,1.2453177786298841
2,303,3,326,1.0940578597120851,0.9513902034011881,0.8268800816037942,1.2989805769216791
4,302,1,328,0.9747410877073899,0.9665249766189699,0.8158834570810378,1.058277958564776
3,287,4,308,1.001220945816225,1.489960458973868,1.3648532908994857,0.5750350166957731
4,304,1,323,0.9749161975793162,0.967384639619228,0.8158172660133063,1.058231442342365
